STOPS_NO,STOPS_NM,XCRD,YCRD,NODE_ID,STOPS_TYPE
123000689,한강버스.잠실선착장,127.084778,37.518944,00001,한강선착장
104000315,한강버스.뚝섬선착장,127.0664722,37.5286945,00002,한강선착장
103000517,한강버스.옥수선착장,127.0180556,37.53875,00003,한강선착장
122000752,한강버스.압구정선착장,127.0163611,37.5268056,00004,한강선착장
118000622,한강버스.여의도선착장,126.9346389,37.529,00005,한강선착장
113000513,한강버스.망원선착장,126.8946111,37.5545,00006,한강선착장
115000952,한강버스.마곡선착장,126.8441111,37.5751389,00007,한강선착장
103000519,한강버스.서울숲선착장,127.0322985977,37.5405188592,00008,한강선착장
100000001,종로2가사거리,126.9877522923,37.5698055407,01001,중앙차로
100000002,창경궁.서울대학교병원,126.9965206101,37.579432932,01002,중앙차로
100000003,명륜3가.성대입구,126.9982508372,37.5825800121,01003,중앙차로
100000004,종로2가.삼일교,126.9876130976,37.5685792736,01004,중앙차로
100000005,혜화동로터리.여운형활동터,127.001744,37.586243,01005,중앙차로
101000305,서대문역사거리,126.966893,37.566137,01006,중앙차로
100000380,서울역사박물관.경희궁앞,126.97038,37.569135,01007,중앙차로
100000379,서울역사박물관.경희궁앞,126.9707589959,37.5695119837,01008,중앙차로
100000384,광화문역,126.9763534416,37.5701416811,01009,중앙차로
100000385,광화문역,126.9778802991,37.5702396638,01010,중앙차로
100000386,종로1가,126.9810660928,37.5701482455,01011,중앙차로
100000387,종로1가,126.9816283242,37.5702710116,01012,중앙차로
100000388,종로2가,126.9849902588,37.5701723774,01013,중앙차로
100000389,종로2가,126.9865353674,37.5702378859,01014,중앙차로
100000390,종로3가.탑골공원,126.9893256464,37.5702088889,01015,중앙차로
100000391,종로3가.탑골공원,126.9899877751,37.5703605443,01016,중앙차로
100000392,종로4가.종묘,126.9947218896,37.5705069968,01017,중앙차로
100000393,종로4가.종묘,126.995395739,37.570635002,01018,중앙차로
100000394,종로5가.광장시장,126.9990604685,37.5707860047,01019,중앙차로
100000395,종로5가.광장시장,126.9996038113,37.570930167,01020,중앙차로
100000396,종로6가.동대문종합시장,127.004462788,37.5710111729,01021,중앙차로
100000397,종로6가.동대문종합시장,127.0057137364,37.5711272339,01022,중앙차로
100000398,동대문역.흥인지문,127.013815948,37.572447536,01023,중앙차로
100000365,동대문역.흥인지문,127.0124191046,37.5721524474,01037,중앙차로
100000366,동묘앞.서울혜화경찰서,127.0186102731,37.5738321574,01041,중앙차로
100000367,동묘앞.서울혜화경찰서,127.0195527812,37.5742464626,01044,중앙차로
100000006,경기상고,126.9693634554,37.5875502159,01101,일반차로
100000007,신교동,126.9702626865,37.5832955233,01102,일반차로
100000008,경기상고,126.9697701102,37.5871907861,01103,일반차로
100000009,경복고교,126.9708802468,37.5851600316,01104,일반차로
100000010,청운중학교,126.9726741314,37.587810579,01105,일반차로
100000011,자하문고개.윤동주문학관,126.9671261805,37.5921866176,01106,일반차로
100000012,자하문고개.윤동주문학관,126.9671906625,37.5923353152,01107,일반차로
100000013,청운중학교,126.9722631304,37.5884219586,01108,일반차로
100000014,경복고교,126.9714039185,37.5850633028,01109,일반차로
100000015,통인시장종로구보건소,126.9710500404,37.5803257033,01110,일반차로
100000016,통인시장종로구보건소,126.9713851083,37.5805132118,01111,일반차로
100000017,효자동,126.9706209712,37.583091043,01112,일반차로
100000018,사직단.어린이도서관,126.9679907155,37.5751355316,01113,일반차로
100000019,경복궁역1번출구,126.9714158133,37.5761614873,01114,일반차로
100000020,경복궁역2번출구,126.9721994292,37.577040144,01115,일반차로
100000021,경복궁역3번출구,126.9722828893,37.5776713863,01116,일반차로
100000022,경복궁,126.9787471496,37.5755767894,01117,일반차로
100000023,광화문역2번출구.KT광화문지사,126.9774162769,37.5723209262,01118,일반차로
100000415,영추문,126.9739817664,37.5789303855,01119,일반차로
100000025,광화문역6번출구,126.97640724,37.5700448348,01120,일반차로
100000028,서울역사박물관.강북삼성병원,126.971248,37.570023,01123,일반차로
100000029,새문안교회,126.9728386477,37.5703368912,01124,일반차로
100000030,광화문역7번출구,126.975837,37.570365,01125,일반차로
100000031,세종문화회관,126.9769975778,37.5736489318,01126,일반차로
100000032,서울경찰청.경복궁역,126.9714842989,37.5757446636,01127,일반차로
100000033,사직단,126.968188961,37.5748553458,01128,일반차로
100000034,광화문역6번출구.광화문빌딩,126.9768637419,37.5695035518,01129,일반차로
100000035,덕성여중고,126.981972246,37.5757693863,01130,일반차로
100000036,안국역.서울공예박물관,126.9839957858,37.5760695565,01131,일반차로
100000037,국민은행세검정지점,126.9608880061,37.6046629766,01132,일반차로
100000038,세검정초등학교,126.9612198463,37.6025022799,01133,일반차로
100000039,세검정.상명대,126.9582921267,37.6004770909,01134,일반차로
100000040,상명대입구.석파랑,126.958570225,37.5994133537,01135,일반차로
100000041,하림각,126.9617068235,37.5981330665,01136,일반차로
100000042,자하문터널입구.석파정,126.9636434993,37.5955935123,01137,일반차로
100000043,부암동주민센터.무계원,126.9642221989,37.5927670827,01138,일반차로
100000044,부암동주민센터.무계원,126.9651419211,37.5927861733,01139,일반차로
100000045,자하문터널입구.석파정,126.9639775924,37.5955575712,01140,일반차로
100000046,하림각,126.962215308,37.5981476478,01141,일반차로
100000047,상명대입구.세검정교회,126.9592405649,37.5996163318,01142,일반차로
100000048,세검정.세검정성당,126.959155798,37.6006470965,01143,일반차로
100000049,세검정초등학교,126.9614328894,37.6022680671,01144,일반차로
100000051,국민은행세검정지점,126.9611926889,37.6048461618,01146,일반차로
100000053,승가사입구,126.9563059978,37.6115844138,01148,일반차로
100000054,구기동현대빌라,126.9564575503,37.6100355035,01149,일반차로
100000055,구기터널.삼성출판박물관,126.9562103294,37.6086098941,01150,일반차로
100000056,구기터널.삼성출판박물관,126.9564166508,37.6083054034,01151,일반차로
100000057,구기동,126.9585297928,37.6069644475,01152,일반차로
100000058,구기동,126.9591017479,37.6070088003,01153,일반차로
100000059,승가사입구,126.956482,37.61148,01154,일반차로
100000060,갑을씨티텔앞,126.9635350292,37.6043709709,01155,일반차로
100000061,평창파출소,126.9660432906,37.6053223656,01156,일반차로
100000062,평창동주민센터,126.9695663093,37.6066073749,01157,일반차로
100000063,일성아파트,126.9729237379,37.6088723554,01158,일반차로
100000064,롯데아파트,126.9763156152,37.6103897208,01159,일반차로
100000065,롯데아파트,126.976652,37.610248,01160,일반차로
100000066,벽산평창힐스아파트,126.972797,37.60819,01161,일반차로
100000067,예능교회,126.97,37.606517,01162,일반차로
100000068,서울예술고등학교.평창동주민센터,126.9676276108,37.6057787606,01163,일반차로
100000069,화정박물관,126.9648102665,37.6045038178,01164,일반차로
100000376,삼성강북병원.경교장,126.9686004828,37.568145927,01165,일반차로
100000072,독립문역.서대문형무소역사관,126.959322,37.573395,01167,일반차로
100000073,금화초등학교.서울시교육청,126.964532,37.568297,01168,일반차로
100000368,서대문역사거리.적십자병원,126.9675878497,37.5671081521,01169,일반차로
100000075,독립문,126.9614303112,37.5713430165,01171,일반차로
100000076,창덕궁.우리소리박물관,126.9885394479,37.5775405746,01172,일반차로
100000077,서린동.SK서린빌딩,126.9800947893,37.5692639006,01173,일반차로
100000078,청계1가.장통교,126.9849267193,37.568684389,01174,일반차로
100000079,청계2가.수표교,126.9908172161,37.5684453156,01175,일반차로
100000080,청계4가.세운교,126.9965617399,37.5689254028,01176,일반차로
100000081,청계5가.광장시장,126.9997973605,37.5694512793,01177,일반차로
100000102,원남동,126.9973383362,37.5745325055,01198,가로변시간
100000103,창덕궁.우리소리박물관,126.9889538872,37.5772726542,01199,일반차로
100000104,안국역6번출구.인사동문화의거리,126.9841344381,37.575798979,01200,일반차로
100000105,조계사.종로경찰서,126.9831555803,37.5725223095,01201,일반차로
100000106,조계사.종로경찰서,126.9828258888,37.5724858087,01202,일반차로
100000107,안국동사거리,126.9827201116,37.5746105669,01203,일반차로
100000108,효제동.김상옥의거터,127.00223,37.5745,01204,가로변시간
100000109,종로5가.효제초등학교,127.0021442279,37.5728790133,01205,가로변시간
100000414,창덕궁.돈화문국악당,126.991234977,37.5774327721,01209,일반차로
100000116,종로5가역6번출구,127.0021826522,37.5705596025,01212,일반차로
100000117,청계5가.마전교,127.0028494203,37.5698351103,01213,일반차로
100000118,동대문,127.0084126252,37.5717262368,01214,일반차로
100000119,충신동,127.006278812,37.5740223509,01215,일반차로
100000121,충신동,127.0063433807,37.5744602778,01217,일반차로
100000122,연지공원앞.현대그룹빌딩,127.0008065808,37.5759104142,01218,일반차로
100000123,방송통신대.이화장,127.002437,37.578043,01219,가로변전일
100000124,혜화역2번출구.마로니에공원,127.0022769364,37.5811194873,01220,가로변전일
100000125,혜화역3번출구.서울대병원입구,127.0018481852,37.5809559696,01221,가로변전일
100000126,방송통신대.이화장,127.0019782952,37.5777889737,01222,일반차로
100000127,연지공원앞.현대그룹빌딩,127.0006951494,37.576119355,01223,일반차로
100000128,창경궁.서울대학교병원,126.9968717143,37.5788279947,01224,일반차로
100000129,이화동(이화장),127.0032708172,37.5759372914,01225,일반차로
100000130,혜화동로터리,127.0006878052,37.5855803307,01226,일반차로
100000131,명륜동2가.성균관대입구,126.9993412723,37.5834170764,01227,일반차로
100000132,혜화역.서울연극센터(장면총리가옥),127.0014608831,37.5840306853,01228,일반차로
100000133,혜화역.동성중고(장면총리가옥),127.0015561579,37.5845329425,01229,가로변시간
100000135,종로구민회관.창신동두산아파트,127.0155555279,37.5740926792,01231,일반차로
100000139,동묘앞역6번출구,127.0156014431,37.5716849566,01235,일반차로
100000140,동묘앞역5번출구,127.0159450485,37.5719221488,01236,일반차로
101000307,청계2가교차로,126.9878778705,37.5684809008,01237,일반차로
100000142,창신3동주민센터,127.015178,37.578413,01238,일반차로
100000143,숭인1동주민센터.창신역4번출구,127.0154557816,37.5786281555,01239,일반차로
100000144,동묘앞역.롯데캐슬천지인,127.0158023517,37.5741800523,01240,일반차로
100000147,신설동역오거리,127.0228414296,37.5756947252,01243,일반차로
100000364,동묘앞역2번출구,127.0175234975,37.5736431148,01245,일반차로
100000150,구기동현대빌라,126.956622,37.609682,01246,일반차로
100000151,광장시장,126.9977437946,37.5694963125,01247,일반차로
100000153,서울특별시재향군인회관,126.9974787875,37.5725807445,01249,가로변시간
100000154,서울역사박물관,126.9721318077,37.5699003386,01250,일반차로
100000155,청계3가.관수교,126.9937793705,37.5686887917,01251,일반차로
100000156,청계6가.버들다리,127.0080377075,37.5699303868,01252,일반차로
100000157,청계7가.맑은내다리,127.0130967122,37.5700419608,01253,일반차로
100000158,청계8가.영도교,127.0181256262,37.5708949889,01254,일반차로
100000159,원남동사거리,126.9981123217,37.5757617378,01256,일반차로
100000165,숭인2동주민센터,127.0204373408,37.5742721533,01262,일반차로
100000169,조계사,126.9831609226,37.572800338,01267,일반차로
100000174,세종문화회관,126.9770167126,37.5733655664,01272,일반차로
100000179,이화동(이화장),127.002955,37.576257,01277,일반차로
100000180,상명대정문,126.955143,37.601417,01278,일반차로
100000181,이북오도청,126.9559729686,37.6127234824,01279,일반차로
100000419,경복궁역(효자로입구),126.9743023448,37.576709505,01280,일반차로
100000188,상명대입구.세검정교회,126.9597921957,37.5994435122,01286,일반차로
100000189,상명대입구.석파랑,126.9581941404,37.5995718125,01287,일반차로
100000190,종로중부새마을금고,127.0065911394,37.5724174899,01288,일반차로
100000191,신설동역오거리.서울풍물시장,127.0231950517,37.5742548131,01289,일반차로
100000192,청계2가.삼일교,126.9869890809,37.5683454305,01291,일반차로
100000193,청계8가.황학교,127.0227870051,37.5721307298,01292,일반차로
100000355,평창동삼성아파트,126.9787981475,37.6111800895,01293,일반차로
100000370,안국역5번출구,126.9855365486,37.5763329308,01294,일반차로
100000369,안국역.서울공예박물관,126.9848871214,37.5764140065,01295,일반차로
100000371,창덕궁,126.9890031166,37.5772280879,01296,일반차로
100000413,남인사마당,126.9874286375,37.5713191723,01297,일반차로
100900047,평창파출소,126.9668167021,37.605681218,01500,마을버스
100900178,삼청공원,126.9816468946,37.5882276807,01501,마을버스
100900041,수성동계곡,126.9644678921,37.5820813834,01502,마을버스
100900040,명륜3가종점,126.9928636796,37.5909483783,01503,마을버스
100900197,명륜새마을금고,126.9967901477,37.5877854691,01504,마을버스
100900044,서대문역3번출구,126.9663939394,37.5663370645,01505,마을버스
100900039,낙산공원,127.0087215681,37.5804037213,01506,마을버스
100900037,인사미술공간.세탁소,126.9893670844,37.5814109836,01507,마을버스
100900036,화정박물관,126.9648837454,37.6048011982,01508,마을버스
100900035,금융연수원,126.9816582681,37.5866398268,01509,마을버스
100900034,박노수미술관,126.966603478,37.5809967425,01510,마을버스
100900032,샘미용실.종로구청소년상담복지센터,126.9932227051,37.5903095275,01511,마을버스
100900031,서울국제고등학교,126.9972902593,37.5890715947,01512,마을버스
100900029,화정박물관,126.9652007897,37.6049806084,01513,마을버스
100900188,적십자병원후문앞,126.96544493,37.5673466781,01514,마을버스
100900202,서울성곽.성대후문,126.989569366,37.5893663808,01515,마을버스
100900026,빨래터.고희동미술관,126.9890634276,37.582987218,01516,마을버스
100900025,세검초등학교,126.9614907597,37.6042522792,01517,마을버스
100900024,삼청동주민센터,126.9819071619,37.5842638281,01518,마을버스
100900020,통인시장,126.9684956941,37.5804417494,01519,마을버스
100900021,양현관,126.9936043615,37.5897914226,01520,마을버스
100900017,국민생활관,126.9988619666,37.5897456349,01521,마을버스
100900016,오거리,126.9622629001,37.6070621164,01522,마을버스
100900015,경희궁자이2.3단지,126.9640686009,37.5687871134,01523,마을버스
100900013,창신쌍용2단지.한성대후문,127.0127581151,37.5812647965,01524,마을버스
100900045,통일부,126.9859476734,37.5875948053,01525,마을버스
100900011,원서고개,126.9878088426,37.583080553,01526,마을버스
100900009,종로5가입구,126.9976709493,37.5717928476,01528,마을버스
100900007,삼청파출소,126.9812510491,37.581813662,01529,마을버스
100900005,오거리.한옥마을입구,126.9696088803,37.579404615,01530,마을버스
100900046,명륜시장.성대후문,126.9952543092,37.5885110529,01531,마을버스
100900003,혜화초등학교,126.9998516643,37.5872532276,01532,마을버스
100900072,청련사입구,126.9624312007,37.6079803769,01533,마을버스
100900071,영천시장,126.9627388724,37.5700818569,01534,마을버스
100900070,명신초.삼선푸르지오.힐스테이트,127.014556281,37.5821062067,01535,마을버스
100900069,감사원,126.9852900569,37.5862106518,01536,마을버스
100900068,중앙중고,126.986965299,37.583092177,01537,마을버스
100900067,인왕빌딩,126.9577443332,37.6079283311,01538,마을버스
100900066,종로4가.종묘공원,126.9946203403,37.5706890289,01539,마을버스
100900174,국립민속박물관,126.9795533717,37.5792551846,01540,마을버스
100900065,광화문새마을금고,126.9711466491,37.5793687689,01541,마을버스
100900064,새마을금고,126.996518051,37.5877370613,01542,마을버스
100900063,혜화우체국,127.0006137149,37.5860376565,01543,마을버스
100900062,언덕앞,126.9637921715,37.6089539753,01544,마을버스
100900061,경희궁자이4단지,126.9621148375,37.5707022242,01545,마을버스
100900060,종로센트레빌후문.e편한세상보문아파트,127.0161855253,37.5817743934,01546,마을버스
100900059,사우디대사관앞.북촌힐스,126.9850311776,37.5841056738,01547,마을버스
100900058,안국선원.삼거리,126.984994076,37.5827909789,01548,마을버스
100900182,구기터널입구,126.9567768927,37.6082046142,01549,마을버스
100900057,종로3가역9번출구,126.9920931881,37.5710875771,01550,마을버스
100900056,경복궁,126.9793377561,37.576950157,01551,마을버스
100900054,소나무집,126.964110466,37.6112770717,01553,마을버스
100900186,독립문역3번출구,126.9597453483,37.5728784775,01554,마을버스
100900053,청룡사.보문파크뷰자이아파트,127.01700714,37.5800189539,01555,마을버스
100900052,북촌한옥마을입구.정세권활동터,126.9849422317,37.5815997311,01556,마을버스
100900217,종로1.2.3.4가동주민센터,126.9911314256,37.5743837122,01557,마을버스
100900051,창덕궁,126.9906200153,37.5760892484,01558,마을버스
100900050,아름다운실버,126.965463701,37.6120100581,01561,마을버스
100900049,독립문초등학교,126.9606775165,37.5738699714,01562,마을버스
100900206,종로센트레빌아파트,127.0156926979,37.5803534405,01563,마을버스
100900048,가회동주민센터,126.9849543284,37.579972942,01564,마을버스
100900097,구기빌라,126.9579797248,37.6062686142,01565,마을버스
100900096,원남로터리,126.997511497,37.5762373738,01566,마을버스
100900095,보현산신각,126.9657790521,37.6134825236,01567,마을버스
100900094,린덴바움숲유치원,126.9618040443,37.5746692802,01568,마을버스
100900093,쌍용아파트입구.창신역,127.0149635738,37.580511226,01569,마을버스
100900092,아름다운가게.정독도서관,126.9851271782,37.5789480833,01570,마을버스
100900091,산정빌라,126.9574922002,37.6051519935,01571,마을버스
100900090,이화사거리,127.0020914666,37.5765095598,01572,마을버스
100900089,박종화고택입구,126.9676873462,37.6143102577,01573,마을버스
100900088,무악현대아파트후문,126.9619411637,37.5763372261,01574,마을버스
100900086,헌법재판소.안국역,126.9858152185,37.5773871956,01576,마을버스
100900184,청구빌라,126.9569839726,37.6046102563,01577,마을버스
100900085,서울대어린이병원응급실.갑상선센터,126.9995029662,37.5781188768,01578,마을버스
100900083,화인빌라,126.9685386165,37.6129345305,01580,마을버스
100900082,행촌주차장,126.9628880463,37.5752728058,01581,마을버스
100900207,창신초등학교,127.0153885503,37.5769032044,01582,마을버스
100900081,수운회관,126.986669266,37.5752189424,01583,마을버스
100900080,상명대후문,126.9573354115,37.6040255786,01584,마을버스
100900079,힐탑,126.9690205751,37.6116055569,01586,마을버스
100900187,성결교신대원총회본부,126.9634445669,37.5739763092,01587,마을버스
100900078,낙원상가,126.9874148722,37.5737563689,01589,마을버스
100900077,완성빌라,126.9575011241,37.6034020863,01590,마을버스
100900076,서울대병원장례식장,126.9974309648,37.5805553988,01591,마을버스
100900075,혜화역1번출구,127.0017632862,37.5834729904,01592,마을버스
100900074,감나무골공원,126.9699479367,37.6124059606,01593,마을버스
100900073,한국사회과학도서관.이회영기념관,126.9641239308,37.5736670147,01594,마을버스
100900205,동묘앞역8번출구,127.0142453819,37.5726943506,01595,마을버스
100900121,종로2가.탑골공원,126.98744,37.571455,01596,마을버스
100900120,경진빌라,126.9578303612,37.6020037175,01597,마을버스
100900198,성대입구,126.9992849459,37.5833533096,01598,마을버스
100000416,청와대,126.973768082,37.5829712951,01601,일반차로
100000417,춘추문,126.9796554436,37.5831276121,01602,일반차로
100000418,경복궁.국립민속박물관,126.9795911351,37.5794135204,01603,일반차로
100900119,EN갤러리,126.9706087294,37.6134217965,01607,마을버스
100000421,유림회관앞,126.9969805237,37.5858955968,01612,마을버스
100900218,성균관대정문,126.9966204422,37.5849563466,01615,마을버스
100900219,600주년기념관,126.9939426439,37.5873281035,01616,마을버스
100900220,성균관대운동장,126.99237,37.587863,01617,마을버스
100900221,학생회관,126.9936746328,37.5874203934,01618,마을버스
100900118,종로문화체육센터,126.9645321424,37.5746935562,01667,마을버스
100900117,동대문역2번출구,127.0117218002,37.5720494465,01682,마을버스
100900116,종각역.YMCA,126.98508926,37.5703976388,01683,마을버스
100900115,서교빌라,126.9571553655,37.601989057,01684,마을버스
100900177,경복궁역,126.9724733176,37.5770722054,01685,마을버스
100900199,성대입구,126.998853007,37.5832668015,01697,마을버스
100900114,무애사,126.9718458037,37.6139004282,01698,마을버스
100900113,단군성전앞,126.9653175119,37.5755600915,01699,마을버스
100900192,동대문종합시장,127.004958038,37.5712161296,01702,마을버스
100900112,상명초등학교,126.956715418,37.6009238115,01714,마을버스
100900179,법련사,126.9796650539,37.5765879752,01720,마을버스
100900111,광화문새마을금고,126.9710277184,37.5794930902,01721,마을버스
100900110,성균관대학교,126.996646,37.584886,01722,마을버스
100900109,참샘골공원,126.9742524976,37.6146097003,01723,마을버스
100900108,황학정앞,126.9653293849,37.5768126115,01724,마을버스
100900107,종로5가역.중부교육지원청,127.0020898456,37.5714192458,01725,마을버스
100900106,인사동들머리.3.1독립선언터,126.983296967,37.5719470235,01727,마을버스
100900105,정독도서관,126.980080541,37.5802605382,01728,마을버스
100900104,오거리.한옥마을입구,126.9697392663,37.5794684375,01729,마을버스
100900103,평창공원지킴터입구,126.9757438761,37.6163963984,01732,마을버스
100000360,창경궁.고궁호텔.메이플레이스호텔,126.9974492169,37.5765581609,01733,일반차로
100000329,광화문,126.9755694982,37.5703374879,01762,일반차로
100000330,종로1가,126.980129,37.57037,01763,일반차로
100000333,종로2가,126.9864618183,37.5700824558,01766,일반차로
100000334,종로3가역11번출구,126.9932082199,37.5706348964,01767,일반차로
100000335,종로3가,126.9909932186,37.5701024255,01768,일반차로
100000336,종로4가,126.9962507486,37.5704692645,01769,일반차로
100000338,동대문종합시장.종로6가,127.0032911936,37.5708647997,01771,일반차로
100900102,종로도서관,126.9671251598,37.5764842271,01776,마을버스
100000343,경복궁역,126.9715056448,37.5761780936,01777,일반차로
100000344,경복궁역7번출구,126.971681974,37.5758191735,01778,일반차로
100000345,안국역,126.985229602,37.5766137515,01779,일반차로
100000346,안국역,126.9855059829,37.5763185096,01780,일반차로
100000347,창덕궁,126.9889000774,37.5775204226,01781,일반차로
100000348,성대입구,126.9992357955,37.5832827975,01782,일반차로
100900101,종로사우나,126.9877503526,37.5738011149,01790,마을버스
100900180,홍지파크,126.9557163281,37.6012424257,01791,마을버스
100900100,삼청파출소,126.9813258198,37.58164517,01792,마을버스
100900099,통인시장.종로구보건소,126.9687504797,37.5803350289,01793,마을버스
100900191,종로5가역.광장시장,127.000038992,37.5707724724,01794,마을버스
100900098,평창동산림제3초소,126.9771030504,37.6173560499,01795,마을버스
100900145,배화여중고,126.9676986337,37.5767787564,01796,마을버스
100900143,대학로입구.이화사거리,127.0025801998,37.5759841652,01797,마을버스
100900144,운현궁,126.9869813803,37.5752716136,01798,마을버스
100900142,상명대입구,126.9569583018,37.6000210109,01799,마을버스
100900141,삼청동주민센터,126.9822105151,37.5846846831,01800,마을버스
100900140,박노수미술관,126.9668944502,37.5810265604,01801,마을버스
100900139,김창열.윤명로화실,126.9783685436,37.616304998,01802,마을버스
100900138,사직공원.경복궁역입구,126.9689039095,37.5762206893,01803,마을버스
100900137,충신시장,127.005404874,37.5749766498,01804,마을버스
100900189,안국역2번출구앞,126.9861183272,37.5771728174,01805,마을버스
100900135,금융연수원,126.981847891,37.5858776706,01807,마을버스
100900134,감람산기도원,126.9798729651,37.6159439291,01809,마을버스
100900133,카센터.사직터널앞,126.9658895166,37.57409862,01810,마을버스
100900131,재동초등학교,126.9853617134,37.578791085,01812,마을버스
100900129,삼청공원삼거리.옥호정터,126.9817444742,37.5874185176,01814,마을버스
100900128,이화사거리,127.0022812884,37.5753200672,01815,마을버스
100900127,연화정사,126.9794938432,37.6146490046,01816,마을버스
100900126,대신중고,126.9616893251,37.5726178078,01817,마을버스
100900125,현대사거리,126.9866353642,37.5792417814,01819,마을버스
100900215,교남동주민센터,126.9613278115,37.5721819807,01820,마을버스
100900181,부암동주민센터.무계원,126.9637682263,37.5929353403,01821,마을버스
100900124,형제봉입구,126.9816861503,37.6128643152,01823,마을버스
100900123,교남동새마을금고,126.962337459,37.5714943551,01824,마을버스
100900122,창신초교,127.0157200961,37.5760372123,01825,마을버스
100900168,가회동주민센터,126.9851293823,37.5799426497,01826,마을버스
100900167,볼링장,126.9879589184,37.5792554401,01827,마을버스
100900166,석파정.서울미술관,126.9637824182,37.5947643228,01829,마을버스
100900165,지구촌교회,126.9792421489,37.6131060324,01830,마을버스
100900164,월암공원,126.9646918774,37.5712260916,01831,마을버스
100900163,숭인1동주민센터,127.0155607478,37.5774150014,01832,마을버스
100900162,북촌한옥마을입구.정세권활동터,126.9851687446,37.5812807738,01833,마을버스
100900161,하림각,126.9629663842,37.5976847268,01835,마을버스
100900160,보현빌라,126.9784205906,37.6153822583,01836,마을버스
100900159,스위스대사관,126.9656960774,37.5701413179,01837,마을버스
100900157,안국선원.삼거리,126.9852205387,37.5827432497,01839,마을버스
100900156,세검정교회,126.9600291533,37.5993880238,01840,마을버스
100900200,혜화동로터리,127.0010032298,37.5859196111,01841,마을버스
100900155,김종영미술관,126.9781122953,37.6132637884,01842,마을버스
100900154,서울시교육청,126.9666998924,37.569381682,01843,마을버스
100900210,창신쌍용1단지.종로센트레빌아파트,127.0155692785,37.5803228198,01844,마을버스
100900153,사우디대사관.북촌힐스,126.9852486243,37.583863308,01845,마을버스
100900152,상명대입구,126.9574023475,37.5998544708,01846,마을버스
100900151,혜화초등학교,126.9999909413,37.5873892922,01847,마을버스
100900149,강북삼성병원,126.9683376852,37.5685315243,01849,마을버스
100900148,청룡사.보문파크뷰자이아파트,127.0171508787,37.5797846496,01850,마을버스
100900147,감사원,126.9855618026,37.5862656518,01851,마을버스
100900201,국민생활관,126.9993137839,37.5896275957,01852,마을버스
100900173,종로센트레빌후문.e편한세상보문아파트,127.0162353711,37.5818978359,01855,마을버스
100900172,통일부,126.9861073451,37.5875308468,01856,마을버스
100900171,서울국제고등학교,126.9971407875,37.5890742944,01858,마을버스
100900203,성대후문.와룡공원,126.989734001,37.5891522774,01860,마을버스
100900170,상명초등학교,126.9568173576,37.600904926,01861,마을버스
100900169,새마을금고,126.9965690016,37.5878406881,01862,마을버스
100900002,경진빌라,126.9579482257,37.6018640911,01863,마을버스
100900004,명륜시장.성대후문,126.9952305162,37.5887246101,01864,마을버스
100900006,완성빌라,126.9576665157,37.6033399708,01865,마을버스
100900008,양현관,126.9937685575,37.5897680031,01866,마을버스
100900010,상명대후문,126.9574633677,37.6040715802,01868,마을버스
100900012,샘미용실.종로구청소년상담복지센터,126.9934084203,37.5902545716,01869,마을버스
100900014,산정빌라,126.9575782035,37.6052835831,01870,마을버스
100900018,구기빌라,126.9579809335,37.6061334517,01872,마을버스
100900019,마트앞,126.958756466,37.6066987064,01873,마을버스
100900022,국민은행.세검정지점,126.9608727063,37.6049541749,01874,마을버스
100900027,혜화역4번출구,127.0015538872,37.5835080381,01876,마을버스
100900028,방송통신대앞,127.0019926794,37.5786973612,01877,마을버스
100900030,서울대치과대학,126.997800962,37.5774082997,01878,마을버스
100900033,효제초교.연동교회.김마리아활동터,127.0022087811,37.5736413355,01879,마을버스
100900204,성균관대학교,126.9900035953,37.5884638684,01881,마을버스
100900038,서울대치과대학,126.9978632209,37.5775727323,01883,마을버스
100900043,이화사거리,127.0020084833,37.5769483437,01886,마을버스
100900042,서울대학교병원현관.암병원현관,126.9981631637,37.5790872846,01887,마을버스
100900211,종각.공평유적전시관,126.98319,37.57164,01888,마을버스
100900213,조계사,126.9831364101,37.5736021088,01889,마을버스
100000399,동대문역JW메리어트동대문호텔,127.0092820998,37.5706369793,01901,일반차로
100000407,대학로,127.0021204164,37.58189612,01902,일반차로
100000408,창경궁,126.9964163097,37.5791596347,01903,일반차로
100000409,창덕궁,126.9901776043,37.5775301708,01904,일반차로
100000410,인사동.북촌,126.9837977873,37.5758950223,01905,일반차로
100000411,경복궁.국립민속박물관,126.9795487018,37.579339181,01906,일반차로
100000412,세종문화회관,126.9769120216,37.5731388499,01907,일반차로
100000401,통인시장,126.9713315727,37.5791187605,01910,일반차로
100000402,세종문화회관,126.9770139456,37.5731558567,01911,일반차로
101000313,종각역,126.9828944171,37.5693799579,01912,일반차로
100000403,인사동.탑골공원,126.9888006413,37.5701155367,01913,일반차로
100000404,종묘.세운상가,126.9934997231,37.5703736241,01914,일반차로
100000405,광장시장,126.9996789008,37.5707521431,01915,일반차로
100000406,동묘.숭인동도깨비시장,127.0180439092,37.5734766013,01916,일반차로
105000553,서울풍물시장,127.0231780999,37.5733400255,01917,일반차로
100000400,청와대,126.9737600308,37.582684814,01918,일반차로
100000422,서울역사박물관.경희궁,126.971956,37.569902,01919,일반차로
101000001,명동성당.남대문세무서,126.9875299251,37.5649848069,02001,중앙차로
101000002,국가인권위.안중근활동터,126.9878515151,37.5643504711,02002,중앙차로
101000003,서울역버스환승센터,126.9722570849,37.5551460158,02003,중앙차로
